chrom	txStart	txEnd	strand	TF	Bin_1kb	Bin_5kb	Bin_10kb	Bin_25kb	Bin_50kb	Bin_100kb	Bin_250kb	Bin_500kb	Bin_1000kb
chr6	105404922	105531207	+	LIN28B	chr6:105404000	chr6:105400000	chr6:105400000	chr6:105400000	chr6:105400000	chr6:105400000	chr6:105250000	chr6:105000000	chr6:105000000
chr19	36239261	36245420	+	LIN37	chr19:36239000	chr19:36235000	chr19:36230000	chr19:36225000	chr19:36200000	chr19:36200000	chr19:36000000	chr19:36000000	chr19:36000000
chr14	74551655	74667117	+	LIN52	chr14:74551000	chr14:74550000	chr14:74550000	chr14:74550000	chr14:74550000	chr14:74500000	chr14:74500000	chr14:74500000	chr14:74000000
chr4	83845756	83934094	-	LIN54	chr4:83934000	chr4:83930000	chr4:83930000	chr4:83925000	chr4:83900000	chr4:83900000	chr4:83750000	chr4:83500000	chr4:83000000
chr19	49617617	49621717	+	LIN7B	chr19:49617000	chr19:49615000	chr19:49610000	chr19:49600000	chr19:49600000	chr19:49600000	chr19:49500000	chr19:49500000	chr19:49000000
chr11	27515964	27528326	-	LIN7C	chr11:27528000	chr11:27525000	chr11:27520000	chr11:27525000	chr11:27500000	chr11:27500000	chr11:27500000	chr11:27500000	chr11:27000000
chr1	226418849	226497449	-	LIN9	chr1:226497000	chr1:226495000	chr1:226490000	chr1:226475000	chr1:226450000	chr1:226400000	chr1:226250000	chr1:226000000	chr1:226000000
chr15	77905365	78113242	-	LINGO1	chr15:78113000	chr15:78110000	chr15:78110000	chr15:78100000	chr15:78100000	chr15:78100000	chr15:78000000	chr15:78000000	chr15:78000000
chr10	90973325	91011796	-	LIPA	chr10:91011000	chr10:91010000	chr10:91010000	chr10:91000000	chr10:91000000	chr10:91000000	chr10:91000000	chr10:91000000	chr10:91000000
chr15	58724174	58861073	+	LIPC	chr15:58724000	chr15:58720000	chr15:58720000	chr15:58700000	chr15:58700000	chr15:58700000	chr15:58500000	chr15:58500000	chr15:58000000
chr3	185225569	185270369	-	LIPH	chr3:185270000	chr3:185270000	chr3:185270000	chr3:185250000	chr3:185250000	chr3:185200000	chr3:185250000	chr3:185000000	chr3:185000000
chr21	15481134	15583212	-	LIPI	chr21:15583000	chr21:15580000	chr21:15580000	chr21:15575000	chr21:15550000	chr21:15500000	chr21:15500000	chr21:15500000	chr21:15000000
chr2	99771417	99779613	+	LIPT1	chr2:99771000	chr2:99770000	chr2:99770000	chr2:99750000	chr2:99750000	chr2:99700000	chr2:99750000	chr2:99500000	chr2:99000000
chr11	74202922	74204755	-	LIPT2	chr11:74204000	chr11:74200000	chr11:74200000	chr11:74200000	chr11:74200000	chr11:74200000	chr11:74000000	chr11:74000000	chr11:74000000
chr16	11641577	11681322	-	LITAF	chr16:11681000	chr16:11680000	chr16:11680000	chr16:11675000	chr16:11650000	chr16:11600000	chr16:11500000	chr16:11500000	chr16:11000000
chr1	145477066	145501669	+	LIX1L	chr1:145477000	chr1:145475000	chr1:145470000	chr1:145475000	chr1:145450000	chr1:145400000	chr1:145250000	chr1:145000000	chr1:145000000
chr17	18128935	18148188	+	LLGL1	chr17:18128000	chr17:18125000	chr17:18120000	chr17:18125000	chr17:18100000	chr17:18100000	chr17:18000000	chr17:18000000	chr17:18000000
chr17	73521782	73571290	+	LLGL2	chr17:73521000	chr17:73520000	chr17:73520000	chr17:73500000	chr17:73500000	chr17:73500000	chr17:73500000	chr17:73500000	chr17:73000000
chr12	66516848	66524533	-	LLPH	chr12:66524000	chr12:66520000	chr12:66520000	chr12:66500000	chr12:66500000	chr12:66500000	chr12:66500000	chr12:66500000	chr12:66000000
chr5	176758562	176778885	-	LMAN2	chr5:176778000	chr5:176775000	chr5:176770000	chr5:176775000	chr5:176750000	chr5:176700000	chr5:176750000	chr5:176500000	chr5:176000000
chr2	97371666	97405829	-	LMAN2L	chr2:97405000	chr2:97405000	chr2:97400000	chr2:97400000	chr2:97400000	chr2:97400000	chr2:97250000	chr2:97000000	chr2:97000000
chr7	156473569	156685902	-	LMBR1	chr7:156685000	chr7:156685000	chr7:156680000	chr7:156675000	chr7:156650000	chr7:156600000	chr7:156500000	chr7:156500000	chr7:156000000
chr12	49490922	49504683	-	LMBR1L	chr12:49504000	chr12:49500000	chr12:49500000	chr12:49500000	chr12:49500000	chr12:49500000	chr12:49500000	chr12:49500000	chr12:49000000
chr6	70385640	70507049	-	LMBRD1	chr6:70507000	chr6:70505000	chr6:70500000	chr6:70500000	chr6:70500000	chr6:70500000	chr6:70500000	chr6:70500000	chr6:70000000
chr5	36103413	36152015	-	LMBRD2	chr5:36152000	chr5:36150000	chr5:36150000	chr5:36150000	chr5:36150000	chr5:36100000	chr5:36000000	chr5:36000000	chr5:36000000
chr3	8543492	8609811	+	LMCD1	chr3:8543000	chr3:8540000	chr3:8540000	chr3:8525000	chr3:8500000	chr3:8500000	chr3:8500000	chr3:8500000	chr3:8000000
chr16	903634	1031318	-	LMF1	chr16:1031000	chr16:1030000	chr16:1030000	chr16:1025000	chr16:1000000	chr16:1000000	chr16:1000000	chr16:1000000	chr16:1000000
chr22	50941375	50946135	-	LMF2	chr22:50946000	chr22:50945000	chr22:50940000	chr22:50925000	chr22:50900000	chr22:50900000	chr22:50750000	chr22:50500000	chr22:50000000
chr3	197687070	197770591	+	LMLN	chr3:197687000	chr3:197685000	chr3:197680000	chr3:197675000	chr3:197650000	chr3:197600000	chr3:197500000	chr3:197500000	chr3:197000000
chr1	156052336	156109880	+	LMNA	chr1:156052000	chr1:156050000	chr1:156050000	chr1:156050000	chr1:156050000	chr1:156000000	chr1:156000000	chr1:156000000	chr1:156000000
chr5	126112314	126172712	+	LMNB1	chr5:126112000	chr5:126110000	chr5:126110000	chr5:126100000	chr5:126100000	chr5:126100000	chr5:126000000	chr5:126000000	chr5:126000000
chr19	2428162	2456966	-	LMNB2	chr19:2456000	chr19:2455000	chr19:2450000	chr19:2450000	chr19:2450000	chr19:2400000	chr19:2250000	chr19:2000000	chr19:2000000
chr11	33880122	33913836	-	LMO2	chr11:33913000	chr11:33910000	chr11:33910000	chr11:33900000	chr11:33900000	chr11:33900000	chr11:33750000	chr11:33500000	chr11:33000000
chr12	16701305	16761148	-	LMO3	chr12:16761000	chr12:16760000	chr12:16760000	chr12:16750000	chr12:16750000	chr12:16700000	chr12:16750000	chr12:16500000	chr12:16000000
chr1	87794150	87814607	+	LMO4	chr1:87794000	chr1:87790000	chr1:87790000	chr1:87775000	chr1:87750000	chr1:87700000	chr1:87750000	chr1:87500000	chr1:87000000
chr7	97736196	97838944	+	LMTK2	chr7:97736000	chr7:97735000	chr7:97730000	chr7:97725000	chr7:97700000	chr7:97700000	chr7:97500000	chr7:97500000	chr7:97000000
chr19	48988527	49016446	-	LMTK3	chr19:49016000	chr19:49015000	chr19:49010000	chr19:49000000	chr19:49000000	chr19:49000000	chr19:49000000	chr19:49000000	chr19:49000000
chr1	165171103	165325952	-	LMX1A	chr1:165325000	chr1:165325000	chr1:165320000	chr1:165325000	chr1:165300000	chr1:165300000	chr1:165250000	chr1:165000000	chr1:165000000
chr9	129376721	129463311	+	LMX1B	chr9:129376000	chr9:129375000	chr9:129370000	chr9:129375000	chr9:129350000	chr9:129300000	chr9:129250000	chr9:129000000	chr9:129000000
chr3	100120036	100175170	+	LNP1	chr3:100120000	chr3:100120000	chr3:100120000	chr3:100100000	chr3:100100000	chr3:100100000	chr3:100000000	chr3:100000000	chr3:100000000
chr5	96271345	96365115	+	LNPEP	chr5:96271000	chr5:96270000	chr5:96270000	chr5:96250000	chr5:96250000	chr5:96200000	chr5:96250000	chr5:96000000	chr5:96000000
chr4	54326436	54457753	-	LNX1	chr4:54457000	chr4:54455000	chr4:54450000	chr4:54450000	chr4:54450000	chr4:54400000	chr4:54250000	chr4:54000000	chr4:54000000
chr13	28120049	28194720	-	LNX2	chr13:28194000	chr13:28190000	chr13:28190000	chr13:28175000	chr13:28150000	chr13:28100000	chr13:28000000	chr13:28000000	chr13:28000000
chr12	12508341	12510001	-	LOH12CR2	chr12:12510000	chr12:12510000	chr12:12510000	chr12:12500000	chr12:12500000	chr12:12500000	chr12:12500000	chr12:12500000	chr12:12000000
chr19	5691844	5720463	-	LONP1	chr19:5720000	chr19:5720000	chr19:5720000	chr19:5700000	chr19:5700000	chr19:5700000	chr19:5500000	chr19:5500000	chr19:5000000
chr16	48278077	48387890	+	LONP2	chr16:48278000	chr16:48275000	chr16:48270000	chr16:48275000	chr16:48250000	chr16:48200000	chr16:48250000	chr16:48000000	chr16:48000000
chr8	12579405	12612992	-	LONRF1	chr8:12612000	chr8:12610000	chr8:12610000	chr8:12600000	chr8:12600000	chr8:12600000	chr8:12500000	chr8:12500000	chr8:12000000
chr2	74759385	74781091	-	LOXL3	chr2:74781000	chr2:74780000	chr2:74780000	chr2:74775000	chr2:74750000	chr2:74700000	chr2:74750000	chr2:74500000	chr2:74000000
chr9	113636053	113800365	-	LPAR1	chr9:113800000	chr9:113800000	chr9:113800000	chr9:113800000	chr9:113800000	chr9:113800000	chr9:113750000	chr9:113500000	chr9:113000000
chr19	19734465	19739039	-	LPAR2	chr19:19739000	chr19:19735000	chr19:19730000	chr19:19725000	chr19:19700000	chr19:19700000	chr19:19500000	chr19:19500000	chr19:19000000
chr12	6728000	6745297	-	LPAR5	chr12:6745000	chr12:6745000	chr12:6740000	chr12:6725000	chr12:6700000	chr12:6700000	chr12:6500000	chr12:6500000	chr12:6000000
chr5	1461541	1524076	-	LPCAT1	chr5:1524000	chr5:1520000	chr5:1520000	chr5:1500000	chr5:1500000	chr5:1500000	chr5:1500000	chr5:1500000	chr5:1000000
chr12	7085346	7125842	-	LPCAT3	chr12:7125000	chr12:7125000	chr12:7120000	chr12:7125000	chr12:7100000	chr12:7100000	chr12:7000000	chr12:7000000	chr12:7000000
chr15	34651088	34659395	-	LPCAT4	chr15:34659000	chr15:34655000	chr15:34650000	chr15:34650000	chr15:34650000	chr15:34600000	chr15:34500000	chr15:34500000	chr15:34000000
chr1	211916798	212004114	-	LPGAT1	chr1:212004000	chr1:212000000	chr1:212000000	chr1:212000000	chr1:212000000	chr1:212000000	chr1:212000000	chr1:212000000	chr1:212000000
chr2	11817704	11967533	+	LPIN1	chr2:11817000	chr2:11815000	chr2:11810000	chr2:11800000	chr2:11800000	chr2:11800000	chr2:11750000	chr2:11500000	chr2:11000000
chr18	2916991	3011945	-	LPIN2	chr18:3011000	chr18:3010000	chr18:3010000	chr18:3000000	chr18:3000000	chr18:3000000	chr18:3000000	chr18:3000000	chr18:3000000
chr20	39969492	39989225	+	LPIN3	chr20:39969000	chr20:39965000	chr20:39960000	chr20:39950000	chr20:39950000	chr20:39900000	chr20:39750000	chr20:39500000	chr20:39000000
chr8	19796581	19824770	+	LPL	chr8:19796000	chr8:19795000	chr8:19790000	chr8:19775000	chr8:19750000	chr8:19700000	chr8:19750000	chr8:19500000	chr8:19000000
chr17	56315786	56345879	+	LPO	chr17:56315000	chr17:56315000	chr17:56310000	chr17:56300000	chr17:56300000	chr17:56300000	chr17:56250000	chr17:56000000	chr17:56000000
chr11	58294343	58345712	-	LPXN	chr11:58345000	chr11:58345000	chr11:58340000	chr11:58325000	chr11:58300000	chr11:58300000	chr11:58250000	chr11:58000000	chr11:58000000
chr4	151185810	151936649	-	LRBA	chr4:151936000	chr4:151935000	chr4:151930000	chr4:151925000	chr4:151900000	chr4:151900000	chr4:151750000	chr4:151500000	chr4:151000000
chr13	47127295	47327175	+	LRCH1	chr13:47127000	chr13:47125000	chr13:47120000	chr13:47125000	chr13:47100000	chr13:47100000	chr13:47000000	chr13:47000000	chr13:47000000
chrX	114345182	114468635	-	LRCH2	chrX:114468000	chrX:114465000	chrX:114460000	chrX:114450000	chrX:114450000	chrX:114400000	chrX:114250000	chrX:114000000	chrX:114000000
chr3	197518096	197598456	+	LRCH3	chr3:197518000	chr3:197515000	chr3:197510000	chr3:197500000	chr3:197500000	chr3:197500000	chr3:197500000	chr3:197500000	chr3:197000000
chr7	100171633	100183811	-	LRCH4	chr7:100183000	chr7:100180000	chr7:100180000	chr7:100175000	chr7:100150000	chr7:100100000	chr7:100000000	chr7:100000000	chr7:100000000
chr6	40359372	40555203	-	LRFN2	chr6:40555000	chr6:40555000	chr6:40550000	chr6:40550000	chr6:40550000	chr6:40500000	chr6:40500000	chr6:40500000	chr6:40000000
chr14	42076763	42373752	+	LRFN5	chr14:42076000	chr14:42075000	chr14:42070000	chr14:42075000	chr14:42050000	chr14:42000000	chr14:42000000	chr14:42000000	chr14:42000000
chr19	4537226	4540036	-	LRG1	chr19:4540000	chr19:4540000	chr19:4540000	chr19:4525000	chr19:4500000	chr19:4500000	chr19:4500000	chr19:4500000	chr19:4000000
chr7	133812104	133948933	+	LRGUK	chr7:133812000	chr7:133810000	chr7:133810000	chr7:133800000	chr7:133800000	chr7:133800000	chr7:133750000	chr7:133500000	chr7:133000000
chr1	111489811	111506566	-	LRIF1	chr1:111506000	chr1:111505000	chr1:111500000	chr1:111500000	chr1:111500000	chr1:111500000	chr1:111500000	chr1:111500000	chr1:111000000
chr3	66429220	66550845	-	LRIG1	chr3:66550000	chr3:66550000	chr3:66550000	chr3:66550000	chr3:66550000	chr3:66500000	chr3:66500000	chr3:66500000	chr3:66000000
chr1	113615791	113667824	+	LRIG2	chr1:113615000	chr1:113615000	chr1:113610000	chr1:113600000	chr1:113600000	chr1:113600000	chr1:113500000	chr1:113500000	chr1:113000000
chr12	59265936	59314319	-	LRIG3	chr12:59314000	chr12:59310000	chr12:59310000	chr12:59300000	chr12:59300000	chr12:59300000	chr12:59250000	chr12:59000000	chr12:59000000
chr12	25205180	25261269	+	LRMP	chr12:25205000	chr12:25205000	chr12:25200000	chr12:25200000	chr12:25200000	chr12:25200000	chr12:25000000	chr12:25000000	chr12:25000000
chr12	57522281	57607125	+	LRP1	chr12:57522000	chr12:57520000	chr12:57520000	chr12:57500000	chr12:57500000	chr12:57500000	chr12:57500000	chr12:57500000	chr12:57000000
chr14	23340959	23347291	+	LRP10	chr14:23340000	chr14:23340000	chr14:23340000	chr14:23325000	chr14:23300000	chr14:23300000	chr14:23250000	chr14:23000000	chr14:23000000
chr8	105501458	105601252	-	LRP12	chr8:105601000	chr8:105600000	chr8:105600000	chr8:105600000	chr8:105600000	chr8:105600000	chr8:105500000	chr8:105500000	chr8:105000000
chr4	186285031	186300152	-	LRP2BP	chr4:186300000	chr4:186300000	chr4:186300000	chr4:186300000	chr4:186300000	chr4:186300000	chr4:186250000	chr4:186000000	chr4:186000000
chr19	33685598	33699773	+	LRP3	chr19:33685000	chr19:33685000	chr19:33680000	chr19:33675000	chr19:33650000	chr19:33600000	chr19:33500000	chr19:33500000	chr19:33000000
chr11	68080076	68216743	+	LRP5	chr11:68080000	chr11:68080000	chr11:68080000	chr11:68075000	chr11:68050000	chr11:68000000	chr11:68000000	chr11:68000000	chr11:68000000
chr22	25747384	25777544	-	LRP5L	chr22:25777000	chr22:25775000	chr22:25770000	chr22:25775000	chr22:25750000	chr22:25700000	chr22:25750000	chr22:25500000	chr22:25000000
chr12	12268960	12419811	-	LRP6	chr12:12419000	chr12:12415000	chr12:12410000	chr12:12400000	chr12:12400000	chr12:12400000	chr12:12250000	chr12:12000000	chr12:12000000
chr1	53708040	53793821	-	LRP8	chr1:53793000	chr1:53790000	chr1:53790000	chr1:53775000	chr1:53750000	chr1:53700000	chr1:53750000	chr1:53500000	chr1:53000000
chr4	3505323	3534224	-	LRPAP1	chr4:3534000	chr4:3530000	chr4:3530000	chr4:3525000	chr4:3500000	chr4:3500000	chr4:3500000	chr4:3500000	chr4:3000000
chr2	44113362	44223144	-	LRPPRC	chr2:44223000	chr2:44220000	chr2:44220000	chr2:44200000	chr2:44200000	chr2:44200000	chr2:44000000	chr2:44000000	chr2:44000000
chr14	50065414	50081390	+	LRR1	chr14:50065000	chr14:50065000	chr14:50060000	chr14:50050000	chr14:50050000	chr14:50000000	chr14:50000000	chr14:50000000	chr14:50000000
chr6	53659777	53788919	+	LRRC1	chr6:53659000	chr6:53655000	chr6:53650000	chr6:53650000	chr6:53650000	chr6:53600000	chr6:53500000	chr6:53500000	chr6:53000000
chr8	145743348	145750559	+	LRRC14	chr8:145743000	chr8:145740000	chr8:145740000	chr8:145725000	chr8:145700000	chr8:145700000	chr8:145500000	chr8:145500000	chr8:145000000
chr6	25279655	25620758	+	LRRC16A	chr6:25279000	chr6:25275000	chr6:25270000	chr6:25275000	chr6:25250000	chr6:25200000	chr6:25250000	chr6:25000000	chr6:25000000
chr10	72058725	72142406	-	LRRC20	chr10:72142000	chr10:72140000	chr10:72140000	chr10:72125000	chr10:72100000	chr10:72100000	chr10:72000000	chr10:72000000	chr10:72000000
chr12	7013896	7023406	+	LRRC23	chr12:7013000	chr12:7010000	chr12:7010000	chr12:7000000	chr12:7000000	chr12:7000000	chr12:7000000	chr12:7000000	chr12:7000000
chr19	18501953	18508415	-	LRRC25	chr19:18508000	chr19:18505000	chr19:18500000	chr19:18500000	chr19:18500000	chr19:18500000	chr19:18500000	chr19:18500000	chr19:18000000
chr9	140063211	140064491	-	LRRC26	chr9:140064000	chr9:140060000	chr9:140060000	chr9:140050000	chr9:140050000	chr9:140000000	chr9:140000000	chr9:140000000	chr9:140000000
chr10	134145613	134195010	+	LRRC27	chr10:134145000	chr10:134145000	chr10:134140000	chr10:134125000	chr10:134100000	chr10:134100000	chr10:134000000	chr10:134000000	chr10:134000000
chr15	99791566	99930937	+	LRRC28	chr15:99791000	chr15:99790000	chr15:99790000	chr15:99775000	chr15:99750000	chr15:99700000	chr15:99750000	chr15:99500000	chr15:99000000
chr16	67241041	67260901	-	LRRC29	chr16:67260000	chr16:67260000	chr16:67260000	chr16:67250000	chr16:67250000	chr16:67200000	chr16:67250000	chr16:67000000	chr16:67000000
chr11	76368567	76381791	-	LRRC32	chr11:76381000	chr11:76380000	chr11:76380000	chr11:76375000	chr11:76350000	chr11:76300000	chr11:76250000	chr11:76000000	chr11:76000000
chr3	169511215	169530574	-	LRRC34	chr3:169530000	chr3:169530000	chr3:169530000	chr3:169525000	chr3:169500000	chr3:169500000	chr3:169500000	chr3:169500000	chr3:169000000
chr16	67360746	67419109	+	LRRC36	chr16:67360000	chr16:67360000	chr16:67360000	chr16:67350000	chr16:67350000	chr16:67300000	chr16:67250000	chr16:67000000	chr16:67000000
chr1	70610484	70671361	-	LRRC40	chr1:70671000	chr1:70670000	chr1:70670000	chr1:70650000	chr1:70650000	chr1:70600000	chr1:70500000	chr1:70500000	chr1:70000000
chr1	46744071	46769038	-	LRRC41	chr1:46769000	chr1:46765000	chr1:46760000	chr1:46750000	chr1:46750000	chr1:46700000	chr1:46750000	chr1:46500000	chr1:46000000
chr1	54411998	54433841	+	LRRC42	chr1:54411000	chr1:54410000	chr1:54410000	chr1:54400000	chr1:54400000	chr1:54400000	chr1:54250000	chr1:54000000	chr1:54000000
chr17	79981177	79989027	+	LRRC45	chr17:79981000	chr17:79980000	chr17:79980000	chr17:79975000	chr17:79950000	chr17:79900000	chr17:79750000	chr17:79500000	chr17:79000000
chr17	45908992	45915079	+	LRRC46	chr17:45908000	chr17:45905000	chr17:45900000	chr17:45900000	chr17:45900000	chr17:45900000	chr17:45750000	chr17:45500000	chr17:45000000
chr1	3696783	3713068	-	LRRC47	chr1:3713000	chr1:3710000	chr1:3710000	chr1:3700000	chr1:3700000	chr1:3700000	chr1:3500000	chr1:3500000	chr1:3000000
chr15	71145577	71342436	+	LRRC49	chr15:71145000	chr15:71145000	chr15:71140000	chr15:71125000	chr15:71100000	chr15:71100000	chr15:71000000	chr15:71000000	chr15:71000000
chr11	40135750	41481186	-	LRRC4C	chr11:41481000	chr11:41480000	chr11:41480000	chr11:41475000	chr11:41450000	chr11:41400000	chr11:41250000	chr11:41000000	chr11:41000000
chr1	165513477	165533185	+	LRRC52	chr1:165513000	chr1:165510000	chr1:165510000	chr1:165500000	chr1:165500000	chr1:165500000	chr1:165500000	chr1:165500000	chr1:165000000
chr11	537521	554916	+	LRRC56	chr11:537000	chr11:535000	chr11:530000	chr11:525000	chr11:500000	chr11:500000	chr11:500000	chr11:500000	chr11:0
chr15	42834719	42841002	-	LRRC57	chr15:42841000	chr15:42840000	chr15:42840000	chr15:42825000	chr15:42800000	chr15:42800000	chr15:42750000	chr15:42500000	chr15:42000000
chr3	120043575	120068186	-	LRRC58	chr3:120068000	chr3:120065000	chr3:120060000	chr3:120050000	chr3:120050000	chr3:120000000	chr3:120000000	chr3:120000000	chr3:120000000
chr17	48458593	48474914	-	LRRC59	chr17:48474000	chr17:48470000	chr17:48470000	chr17:48450000	chr17:48450000	chr17:48400000	chr17:48250000	chr17:48000000	chr17:48000000
chr7	150020295	150035245	+	LRRC61	chr7:150020000	chr7:150020000	chr7:150020000	chr7:150000000	chr7:150000000	chr7:150000000	chr7:150000000	chr7:150000000	chr7:150000000
chr13	46786077	46850938	+	LRRC63	chr13:46786000	chr13:46785000	chr13:46780000	chr13:46775000	chr13:46750000	chr13:46700000	chr13:46750000	chr13:46500000	chr13:46000000
chr1	70225857	70589171	+	LRRC7	chr1:70225000	chr1:70225000	chr1:70220000	chr1:70225000	chr1:70200000	chr1:70200000	chr1:70000000	chr1:70000000	chr1:70000000
chr5	61874561	61877275	+	LRRC70	chr5:61874000	chr5:61870000	chr5:61870000	chr5:61850000	chr5:61850000	chr5:61800000	chr5:61750000	chr5:61500000	chr5:61000000
chr9	131644390	131680317	+	LRRC8A	chr9:131644000	chr9:131640000	chr9:131640000	chr9:131625000	chr9:131600000	chr9:131600000	chr9:131500000	chr9:131500000	chr9:131000000
chr1	89990396	90063420	+	LRRC8B	chr1:89990000	chr1:89990000	chr1:89990000	chr1:89975000	chr1:89950000	chr1:89900000	chr1:89750000	chr1:89500000	chr1:89000000
chr1	90098643	90185094	+	LRRC8C	chr1:90098000	chr1:90095000	chr1:90090000	chr1:90075000	chr1:90050000	chr1:90000000	chr1:90000000	chr1:90000000	chr1:90000000
chr1	90286572	90401989	+	LRRC8D	chr1:90286000	chr1:90285000	chr1:90280000	chr1:90275000	chr1:90250000	chr1:90200000	chr1:90250000	chr1:90000000	chr1:90000000
chr8	86019322	86058314	+	LRRCC1	chr8:86019000	chr8:86015000	chr8:86010000	chr8:86000000	chr8:86000000	chr8:86000000	chr8:86000000	chr8:86000000	chr8:86000000
chr2	238536223	238690290	+	LRRFIP1	chr2:238536000	chr2:238535000	chr2:238530000	chr2:238525000	chr2:238500000	chr2:238500000	chr2:238500000	chr2:238500000	chr2:238000000
